id,seeker_post,response_post
1440,"I was in the grocery store and my 3 year old blurted out_comma_ ""Mommy_comma_ why is that lady so round?"" I was mortified.",Oh man_comma_ kids can be terrible about things like that. They just have no filter. What did you do?
1442,"I just peeked back at the lady and I couldn't tell if she had heard or not but she was fairly close. I know_comma_ usually I can catch them before they say something but not this time. I just said loudly_comma_ ""Honey_comma_ don't say things like that.""",Well_comma_ that's the best you can do_comma_ is teach them what's appropriate and what isn't. I think you handled it well.
1444,I am sitting by the door waiting on my Plumber to show up. He is late.,Oh no_comma_ i bet that is frustrating. Have you ever used him before?
1446,He was here two days ago. I am hoping he can fix the noise in my pipes today!,I cant stand noisy pipes. I hope he is able to fix it for you.
1448,So my 4 year old gets to start preschool in a week.,Oh how exciting! Are you at all worried how they'll take being separated?
1450,A little. I think that's normal though. Glad he'll start to make new friends though.,Definitely. It will probably be tougher on you than him. Here's to a wonderful first day of preschool for both of you!
1452,I was joyful because my grandad shared the gospel with me when I was 11.,You mean nostalgic?
1454,I guess I am nostalgic now.,What your grand father did to you was very special.
1457,I'm dreading the loss of my parents. they are 88 and 85 now and both with dementia.,Just enjoy as much time as you can with them _comma_ losing loved ones is never easy
1459,They're kinda already gone. You can't talk to them_comma_ they don't remember more than 30 seconds at a time.,thats sad to hear
1461,Everyone in my family has a nicer car than I do,wow_comma_ thats crazy_comma_ did they all pay for them all themselfes.
1463,How should I know? I just know my car is crap,thats no fun_comma_ why not buy a new one?
1466,I can't stop thinking about my dog that died a year ago this week.,Aw I am so sorry to hear of your dogs passing. It's hard to lose a pet. We just lost our cat this year.
1468,It is so hard! I honestly mourned for so long. Sorry about your cat.,It will get easier. Hang in there!
1470,Thanks_comma_ I am thinking of getting a puppy. It might help.,It does. I just got a new kitten a few weeks ago. It helps to have her to cuddle with.
1473,My son scored a perfect 1600 on the SATs!!,Wow_comma_ you must be proud! He might cure cancer next!
1475,I am proud. And he may eventually cure cancer_comma_ but I'd settle right now for him cleaning his room!,Geniuses don't do chores my friend.
1477,i hate when people are unfaithful to there relationship,Did your girlfriend cheat on you?
1479,yes a long time ago she did,But most people are still faithful in their relationship
1481,My little boy won the spelling bee!,wow! that's so amazing. I bet you are so proud of him
1483,I am. It was so nice to see him so happy!,I bet! What a bright young man you raised!
1485,I'm really pumped! I get to go horse back riding this weekend with my family!,I love horse back riding. Have you done it before or is this your first time?
1487,This will be my first time but I have always wanted to!,My first time I sang the song from the movie Oklahoma called Oh_comma_ What a Beautiful Mornin'. I'm kind of dorky though.
1489,I will officially be a first time home owner next month.,How exciting!!! I bet you are thinking already about how you want to decorate it and fix up the lawn_comma_ etc..
1491,I am this is all I ever wanted for my family and it is about to come I am so thrilled with joy can't wait.,I can imagine! It is certainly an exciting time. I bet you are just over the moon happy!
1493,My friends threw me a little birthday party. I had no idea they were planning it.,Amazing! Congratulations. Was it fun?
1495,Thanks! Yes_comma_ it was very fun. Cake and all that.,I love parties
1497,I am sure i will pass my calc test coming up next month,I'm glad that I don't have to deal with any of that for a few more weeks of summer vacation.
1499,yea i know what you mean i wish i was the same,Well I hope that you do well on that exam!
1501,There's been noise at my door every night at the same time. I check and there isn't anything.,Maybe someone is playing a trick on you
1503,That's what I'm thinking. I want to catch them!,Set a trap. Or maybe just a camera
1505,I'm so excitied about going to my friend's big party tomorrow night! I really can't wait!,Parties are so much fun! Are you celebrating anything special_comma_ or is the party just a get together?
1507,No it's just a get together. Maybe a mid summer celebration :),Sounds like a good time! Have fun at the party!
1509,I was shocked when the Eagles won the Super Bowl.,Yes_comma_ I think everyone was shocked! The real question is_comma_ were you happy?
1511,I was very happy.,That's awesome.. Hopefully they win again in the future!
1513,"I drove past a lonely road where is a hideout for criminals"".",Did you feel scared?
1515,You can ask that again.... Really scared!,Was the drive a necessary one to take?
1517,i love thinking about fond memories with my family,Those are great aren'
1519,do you have a large family?,Sorry(Those are great aren't they?) I do not but we always had sunday breakfast for many years. Those memories are to be cherished and repeated :)
1521,i hate all the mosquitos that grow during the rain season,They are bad now too_comma_ they are so annoying
1523,yes i hate going out when it is rainny season there is so many of them,It can be irritating to deal with this time of year
